SMILES,ZINC_ID,ZINC_Protonation_ID
COc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)c3cc(nc4c3cc(cc4)Br)c5ccncc5,C59612216,P90794889
C1CCC2(CC1)[C@@H](C(=NC(=O)[C@H]2C#N)SCCSC3=NC(=O)[C@H](C4([C@H]3C#N)CCCCC4)C#N)C#N,C64165003,P98482058
CC1=NC(=C([C@@H]1S(=O)(=O)N2CCC(CC2)C(=O)N(C3CCCCC3)C(C)C)C(=O)N4CCCCC4)C,C64491602,P99021820
Cc1ccc(cc1)N2C(=O)[C@@H]3[C@@H]4C=C(C=CN4[C@@H]([C@@H]3C2=O)C(=O)c5ccc(cc5)OC)C(=O)c6ccccc6,C16037763,P111159895
Cn1c2cc(ccc2cc(c1=O)[C@@H]3CC(=O)Oc4c3c5c(c(c4)OC)c(=O)c(co5)c6ccc(cc6)OC)OC,C85877782,P134446369
Cc1ccc(cc1)[C@H]2CC(=NN2C(=O)CN(CCN3CCOCC3)C(=O)C4CCCC4)c5ccc(cc5)OC,C35948206,P151586265
c1ccc(cc1)/C=C\CN2CCN(CC2)C(=O)[C@@H](C(=O)c3ccc(cc3)Br)n4ccccc4=O,C33774001,P152886963
Cc1ccccc1N2C(=O)[C@H]3[C@H](C2=O)N(N=N3)CC(=O)N4[C@@H](CC(=N4)c5ccc(cc5)Br)c6ccccc6,C98046032,P155775788
CC[C@@H](C)N1C(=O)/C(=C\c2c(nc3c(cccn3c2=O)C)N4CCN(CC4)c5ccc(cc5)OC)/SC1=S,C98227886,P156223200
Cc1ccc2nc(c(c(=O)n2c1)/C=C/3\C(=O)N(C(=S)S3)CCOC)N4CCC(CC4)Cc5ccccc5,C98227900,P156223218
Cc1ccc(cc1)S(=O)(=O)/N=C(\C)/N2CCN([C@H]2c3ccc(cc3)OC)S(=O)(=O)c4ccccc4,C18045457,P156438180
CCOc1ccc(cc1Cl)/C=C/2\C(=O)NC(=O)N(C2=O)c3ccccc3F,C02958927,P04517593
COc1ccc(c(c1)[C@@H]2NC(=O)C(=C(N2c3ccc(cc3)F)S)C#N)OC,C00818311,P04839785
CCc1ccccc1N2C(=O)/C(=C\c3ccc(o3)N4CCCC4)/C(=O)NC2=S,C04739013,P06792972
Cc1ccc(cc1)C(=O)[C@@H]2[C@H](Nn3c(nnc3S2)C)c4ccc(cc4)N(C)C,C03258351,P07652584
c1cnc2nc(cn2c1)c3ccc(cc3)NS(=O)(=O)c4ccc(cc4)Cl,C00629740,P09069833
Cc1ccc(c(c1)NS(=O)(=O)c2ccc(cc2)N3CCCCS3(=O)=O)C,C05136049,P09592568
Cc1cc(ccc1NS(=O)(=O)c2ccccc2F)N3CCCS3(=O)=O,C05075497,P09658959
Cc1cc(ccc1NS(=O)(=O)c2ccc(c(c2)C)F)N3CCCS3(=O)=O,C05075515,P09658999
CN(C)S(=O)(=O)c1ccc(cc1)C(=O)Nc2c(c3c(s2)CCCC3)C#N,C02868550,P09941949
Cc1ccc(c(c1)NS(=O)(=O)c2cc3c4c(c2)CCC(=O)N4CCC3)OC,C04270495,P10247835
c1cc(oc1)[C@H]2/C(=C(\c3ccc(cc3)Cl)/O)/C(=O)C(=O)N2C[C@@H]4CCCO4,C06565624,P10345546
c1ccc(cc1)[C@H]2CCN(C2)S(=O)(=O)c3ccc(s3)c4ccc(=O)[nH]n4,C06920309,P10942485
Cc1cc(cc(c1)O[C@H](C)C(=O)Nc2c(nc3n(c2=O)c(c(s3)C)C)C)C,C11776420,P17436034
c1cc(ccc1C#N)S(=O)(=O)Nc2ccc3c(c2)sc(n3)N4CCCC4,C12560993,P18989748
c1cc(ccc1n2c(=O)c(c(cn2)Cl)Cl)S(=O)(=O)NC3CCCC3,C12973178,P19064128
c1ccc(cc1)C(=O)N(Cc2cc3cc4c(cc3[nH]c2=O)OCO4)C5CCCC5,C04231144,P20216645
c1ccc(c(c1)C[NH+]2CCc3c(nc(nc3[O-])c4ccncc4)C2)N5CCCC5,C19349372,P28587169
CC(C)CNc1c2c(c3c4c(c(nc3s2)N5CCOCC5)CCC4)ncn1,C20190056,P30060982
Cc1c2c(ncnc2sc1C(=O)N3CCN(CC3)C)NC[C@H]4C[C@H]5C[C@@H]4C=C5,C20327699,P30277192
C[C@@]1(C(=O)N(C(=O)N1)CC(=O)c2ccc(c(c2)F)F)c3cc4ccccc4o3,C30345295,P44612233
Cc1cc(c(c2c1C(=O)/C(=C\c3cccc(c3)OC)/O2)CN4CCN(CC4)C)O,C37857567,P56301679
CN1c2cc(ccc2N3CCCC[C@@H]3C1=O)C(=O)NCc4ccc(cc4)N(C)C,C08609717,P57148459
c1ccc(cc1)CN2c3ccccc3/C(=N/NC(=O)C4=CC=CC5=CC=N[C@@H]54)/C2=O,C38596270,P58421717
Cc1cc2c(cc1Cl)c(=O)c3c(o2)C(=O)N([C@@H]3c4ccc(cc4)OC)CCO,C39912774,P60555544
c1ccc2c(c1)cc([nH]2)c3nc(no3)[C@@H]4CC(=O)N(C4)Cc5cc(cc(c5)F)F,C44428664,P67059960
C[C@H]1CCCC[C@H]1NC(=O)[C@@H]2CCCN(C2)S(=O)(=O)N3CCC(CC3)C,C08811704,P67629232
Cn1c2cc(c(cc2n(c1=O)C)Sc3ccccc3Cl)NS(=O)(=O)C,C45941103,P69184593
Cc1c2c(n(n1)c3ccc(cc3)OC)NC(=O)C[C@H]2C(=O)c4cccc(c4)Cl,C46057821,P69342192
c1ccc2c(c1)C[C@H](OC2=O)C(=O)Nc3ccc(cc3)S(=O)(=O)C4CCCC4,C46243544,P69574658
CC1CCN(CC1)S(=O)(=O)c2ccc(cc2)N[C@@H]3c4ccccc4C(=O)O3,C47135737,P70695444
CN1C(=O)/C(=C\c2cc(cc(c2O)[N+](=O)[O-])Cc3ccccc3)/SC1=S,C59417915,P90394153
Cc1cc(c(c2c1C(=O)/C(=C/c3ccc(cc3)N(C)C)/O2)CN4CCOCC4)O,C41513203,P96620533
c1ccc(cc1)N2CCN(CC2)C(=O)CSc3[nH]c4c(ccs4)c(=O)n3,C04810588,P98570686
Cn1c2ccc(cc2sc1=O)NS(=O)(=O)c3cc(ccc3OC)Cl,C46017373,P99441235
COc1cccc(c1OC)[C@H]2CC(=O)Nc3c2cnn3c4cccc(c4)Cl,C65331169,P100424965
COc1ccc(c(c1)OC)[C@@H]2CC(=O)Nc3c2cnn3c4ccc(cc4)Cl,C65331330,P100425126
Cc\1ccc[nH]/c1=N\S(=O)(=O)c2ccc(cc2C(=O)OC)Br,C68038410,P104446887
C[C@@H]1CN(C[C@@H](O1)c2ccccc2)CN3C(=O)[C@@](NC3=O)(C)c4ccccc4F,C68314496,P104834444
c1ccc2c(c1)[nH]c(n2)[C@@H]3CCCN(C3)C(=O)c4ccc(cc4)Oc5cccnc5,C70012434,P107910561
c1ccc(c(c1)C(=O)N2CCC(CC2)n3c4ccccc4[nH]c3=O)OC(F)F,C71808079,P111338941
c1ccc(cc1)Cc2c[nH]nc2[C@@H]3CCCN(C3)C(=O)c4cnc5n4cccc5,C77321834,P120632470
c1ccc(cc1)c2nc(on2)[C@H]3CCCCN3Cc4cc5ccccc5[nH]c4=O,C78922243,P123205901
c1ccc(c(c1)C2=CCN(CC2)C(=O)Cc3csc(n3)c4nc[nH]n4)Cl,C92029775,P144075953
Cc1ccc(cc1)CC(=O)N2CCc3c(c(n[nH]3)C(=O)N(C)C4CCCCC4)C2,C40426793,P151774715
Cc1cc(c(n1c2ccccn2)C)/C=C\3/C(=O)N(C(=O)N3)Cc4ccc(cc4)F,C96515494,P152507042
COc1ccc(c(c1)n2cnc3c2N=C(C[C@@H]3c4cc(ccc4F)F)O)OC,C40268225,P153056912
C[C@]1([C@@H]2[C@@H]([C@@H](N1)c3cccs3)C(=O)N(C2=O)c4ccccc4F)C(=O)OC,C19460699,P155876685
CN(Cc1ccccc1Br)C(=O)NC2CCN(CC2)C(=O)OC,C66361942,P155977557
CN(Cc1cc(sc1)Br)C(=O)NC2CCN(CC2)C(=O)OC,C66364923,P155977998
c1cc2c(cc[nH]2)cc1C(=O)N3CCC[C@H](C3)Cc4nc(no4)c5ccsc5,C98345525,P156412584
Cc1c2cc3c4c(oc3c(c2oc(=O)c1CC(=O)N[C@H]5CS(=O)(=O)C[C@@H]5O)C)CCCC4,C08991084,P13803134
Cc1c(c(=O)n(n1C)c2ccccc2)NC3=C(NS(=O)(=O)c4c3cccc4)C(=O)c5ccccc5,C08985808,P13898732
Cn1c(c(c(=O)n(c1=O)C)C(=O)CSc2c3ccccc3nc(n2)c4cccs4)N,C09166368,P14057534
Cc1ccc(cc1)N2[C@H]([C@@H](CC2=O)C(=O)NN3C(=O)C4(CCCCC4)NC3=O)c5cccs5,C09167378,P14058884
Cc1cc2c(c(=O)n1C)[C@@]3(c4ccccc4N(C3=O)Cc5ccc(cc5)Cl)C(=C(O2)N)C(=O)OC,C09189930,P14089045
C[NH+]1CCc2cc3c(c(c2[C@H]1c4c(=O)nc(n(c4O)c5ccc(cc5)F)[S-])OC)OCO3,C01322981,P14256088
CCS(=O)(=O)c1ccc(cc1)C(=O)/N=c/2\n(c3ccc(cc3s2)S(=O)(=O)N)CC#C,C09384472,P14379125
CN(CC(=O)Nc1nc2ccc(cc2s1)Cl)S(=O)(=O)c3ccc4c(c3)ccc(=O)[nH]4,C09430712,P14450041
Cn1c2c(c(n3c2[C@H](OCC3)c4ccc(c(c4)O)O)c5ccc(cc5Cl)Cl)c(=O)n(c1=O)C,C09547211,P14633323
c1ccc2c(c1)CCC[C@]23C(=O)N(C(=O)N3)CC(=O)NCc4ccc(cc4)N5CCCC5=O,C10455024,P15850294
Cc1cc([nH]c1C(=O)N2CCc3c(c(cc(=O)n3CC2)OC)C(=O)NCc4cccs4)C,C11972806,P17668286
CC1(c2c(c3ccccc3[nH]2)C[C@@H]4N1C(=O)CN(C4=O)NC(=O)Cc5ccc(cc5)OC)C,C02129410,P18616462
C[C@H](C(=O)N1c2ccccc2NC(=O)C1(C)C)OC(=O)C[C@H]3C(=O)Nc4ccccc4S3,C12873688,P18910748
C[C@@H](C(=O)N1c2ccccc2NC(=O)C1(C)C)OC(=O)C[C@H]3C(=O)Nc4ccccc4S3,C12873695,P18910761
C[C@H](C(=O)N1c2ccccc2NC(=O)C1(C)C)OC(=O)C[C@@H]3C(=O)Nc4ccccc4S3,C12873704,P18910771
COc1ccc(cc1C(=O)N2CCC(CC2)C(=O)N)S(=O)(=O)N3CCc4c3cccc4,C13004690,P19117540
c1cc2c(cc1CNC(=O)C3CCC(CC3)Cn4c(=O)c5c(ccs5)[nH]c4=O)OCO2,C04790200,P20196423
Cc1ccc(cc1)c2c3c(c4n2C(CO[C@H]4c5ccc(c(c5)O)O)(C)C)n(c(=O)n(c3=O)C)C,C13572531,P20901504
[H]/N=c\1/c(=C/c2ccc(cc2)OCc3ccccc3)/c(=O)nc-4s/c(=C\C(=O)N5CCCC5)/[nH]n14,C20327852,P30287123
C[C@H]1C(=O)Nc2ccc(cc2NC1=O)S(=O)(=O)N3CCN(CC3)c4ccc(cc4)Cl,C20484403,P30532985
COc1cccc(c1OC)[C@H]2C(=C(OC3=C2S(=O)(=O)N(c4c3cccc4)Cc5ccccc5)N)C#N,C20558204,P30656708
Cc1ccc(o1)CNC(=O)[C@H]2CCCN(C2)S(=O)(=O)c3ccc4c(c3)CCCC(=O)N4,C21532506,P32105376
Cc1cs/c(=N\S(=O)(=O)c2ccc3c(c2)NC(=O)[C@@H](S3)C(=O)N4CCC(CC4)C)/[nH]1,C21702664,P32322862
COC(=O)c1cc(ccc1S(=O)(=O)N2CCc3c2ccc(c3)S(=O)(=O)N)Br,C22023420,P32775828
C[C@@H]1CCCN(C1)S(=O)(=O)c2ccc(cc2)NS(=O)(=O)c3ccc4c(c3)CC(=O)N4,C24106175,P35757567
c1cc(cc2c1cc[nH]2)C(=O)N3CCN(CC3)CC4=NS(=O)(=O)c5cc(ccc5N4)Cl,C24897543,P36842625
[H]/N=c\1/c(=C/c2ccc(o2)c3ccccc3Cl)/c(=O)nc-4s/c(=C\C(=O)N5CCCC5)/[nH]n14,C31944915,P47093286
Cc1ccc(cc1S(=O)(=O)Nc2ccccc2F)c3c(nn4c3NC(=O)CCC4=O)C,C33123047,P49007766
c1ccc2c(c1)NC(=C(C#N)C(=O)CN3CCN(CC3)S(=O)(=O)c4ccc(cc4)Cl)N2,C34863258,P51746417
c1ccc(cc1)C(=O)N[C@@H]2CCCC[C@H]2NC(=O)C3CCN(CC3)C(=O)c4ccc5c(c4)OCO5,C34899640,P51807833
COc1ccc(cc1)[C@H]2CC(=NN2[C@@H]3NC(=O)[C@@H](S3)[C@@H]4C(=O)NC(=O)S4)c5ccccc5,C35053107,P52033233
C[C@@H]1C(=O)Nc2cc(ccc2O1)S(=O)(=O)N3CCC[C@@H](C3)C(=O)N[C@@H]4CCCc5c4cccc5,C35220015,P52259058
Cc1ccsc1[C@@H]2C3=C(N=N[C@@H]3NC4=C2C(=O)C[C@H](C4)c5cc(c(c(c5)OC)OC)OC)O,C39359409,P59639097
CCOC(=O)CN1C(=O)[C@@H]2[C@H]3C[C@@H]([C@@H]2C1=O)[C@@H]4[C@@H]3[C@@H](c5c([nH]c(=O)s5)S4)c6ccccc6O,C39884025,P60509055
Cc1c(c(c(s1)c2c3c([nH]c2c4cccc(c4)Cl)n(c(=O)n(c3=O)C)C)O)C(=O)OC,C46009308,P69273939
c1cc(cnc1)CN(c2ccc(cc2)Cl)S(=O)(=O)c3ccc4c(c3)c(=O)[nH]c(=O)[nH]4,C59829474,P91229009
c1cc[nH]/c(=N\S(=O)(=O)c2ccc3c(c2)NC(=O)[C@H](S3)C(=O)N4CCCCCC4)/c1,C65021947,P99902987
Cc1ccc(cc1)c2csc3c2c(=O)n(cn3)CCC(=O)N4CCCN(CC4)C(=O)N,C72079489,P111873939
c1ccc(cc1)C[C@H]2[C@@H]3[C@@H](C(=O)N(C3=O)c4ccc5c(c4)OCO5)[C@@]6(N2)c7ccccc7NC6=O,C15958209,P112426679
Cc1cc(cc(n1)[C@H]2CCCN(C2)Cc3cc4c(cc3OC)OCCO4)c5cnc(nc5)N,C72353765,P112505934
c1ccc(cc1)CC2CCN(CC2)c3[nH]c(=O)c4c(n3)NC(=O)[C@@H]([C@@H]4c5ccccn5)C#N,C72445171,P112704791
Cc1cc(cc(c1)NC(=O)C2CCN(CC2)S(=O)(=O)c3c([nH]c(c3C(=O)N4CCCCC4)C)C)C,C35404866,P134016638
COc1ccc(cc1)c2coc3c(c2=O)c(cc4c3[C@@H](CC(=O)O4)c5cc6ccccc6[nH]c5=O)O,C85876098,P134443953
Cc1cc(nc(n1)n2c3c(c(n2)c4ccccc4)[C@H](CC(=N3)O)c5ccc(c(c5)O)OC)C,C13552618,P149313455
c1ccc(cc1)/C=C/S(=O)(=O)N2CCN(CC2)/C=C/3\Nc4c(c(cs4)c5ccco5)C(=O)N3,C23956559,P151034148
COc1ccc(cc1)c2cc3nc4c(c(=O)n3[nH]2)CN(CC4)C(=O)c5ccc6c(c5)cc[nH]6,C97161541,P153837115
c1cc(ccc1/C=C\C(=O)NC(=S)/N=c/2\[nH]ccs2)S(=O)(=O)N3CCOCC3,C97994008,P155638521
Cc1c2c(n(n1)c3c4c([nH]cn4)ncn3)NC(=O)CS[C@@H]2c5ccc(c(c5)Cl)Cl,C31812075,P155896367
c1ccc(cc1)[C@@H]2C(=[NH+]c3c(ccc(c3N4C(=O)CCC4=O)C(=O)[O-])N2O)c5ccccc5,C98088259,P155907954
c1cc(ccc1NC(=O)c2ccc(c(c2)N3CCCC3=O)Cl)S(=O)(=O)/N=C/4\CCCCCN4,C18085087,P156192489
Cc1cnc2c(c1SCC(=O)Nc3ccc(cc3)OC)c(=O)n(c(=O)n2C)C,C04942033,P07214096
CCOc1ccc(cc1OC)[C@H]2c3c(n(c(=O)n(c3=O)C)C)NC4=C2C(=O)CCC4,C05673731,P08463942
COc1ccc(cc1)CN2C(=O)/C(=C/c3cnn(c3)c4ccccc4)/C(=O)NC2=O,C05744610,P08580560
CNC(=O)[C@H]1CN(CCN1S(=O)(=O)c2ccccc2)S(=O)(=O)c3ccccc3,C00654182,P09072575
CC1CCC2(CC1)C(=O)N(C(=O)N2)CC(=O)N(CC(C)C)[C@H]3CCS(=O)(=O)C3,C05225665,P09090288
CCOC(=O)N1CCC(CC1)NS(=O)(=O)c2ccc3c(c2)C[C@H](N3C(=O)C)C,C06729883,P10632559
COc1ccc(c(c1)NS(=O)(=O)c2ccc(cc2)N3C(=O)CCC3=O)OC,C12200055,P17945892
CCOC(=O)c1c(c(c(s1)NC(=O)[C@@H]2CCCN(C2)S(=O)(=O)C)C#N)C,C13790526,P21234073
CCN(CC)c1ccc(c(c1)OC)/C=C\2/C(=O)NC(=O)N(C2=O)c3cccnc3,C15013731,P22820893
CCN(c1ccccc1)C(=O)CS(=O)(=O)c2ccc3c(c2)S(=O)(=O)N=CN3,C15780211,P23785573
Cc1csc(n1)NS(=O)(=O)c2ccc(cc2)N3C(=O)[C@H](CS3(=O)=O)C,C16666568,P25146632
CCn1c(c(c(n1)C)[C@@H](C)NS(=O)(=O)c2ccc3c(c2)n(c(=O)n3C)C)C,C19523803,P28898245
Cc1c(nn(c1C)CC(=O)N2CCC(CC2)C(=O)c3ccc4c(c3)NC(=O)CO4)C,C19556398,P28952097
CCC(=O)N1CCC2(CC1)C(=O)N(C(=O)N2)[C@H]3CCCN(C3)C(=O)CC4CCCC4,C19699745,P29201383
CCCN1CCC2(CC1)C(=O)N(C(=O)N2)[C@@H]3CCN(C3)S(=O)(=O)c4ccccc4,C19700772,P29216730
C[C@H]1CCCN(C1)S(=O)(=O)N2CCC3(CC2)C(=O)N(C(=O)N3)Cc4ccccc4,C19715976,P29235091
CC[C@H](C)NC(=O)[C@@H]1CCCN(C1)S(=O)(=O)N2CCC3(CC2)OCCO3,C20511208,P30579413
CCC(=O)N1[C@@H](CC(=C2C(=O)N(C(=S)N(C2=O)C)C)N1)c3ccc(cc3)OCC,C21788625,P32434529
Cc1c(cc2c(n1)ccn(c2=O)CCOC)C(=O)NCc3ccc4c(c3)OCO4,C21917007,P32630254
c1ccc(cc1)Cn2c3ccccc3n(c(=O)c2=O)CC(=O)N[C@@H]4CCS(=O)(=O)C4,C21944356,P32663484
Cc1c(cco1)C(=O)NCCN2C(=O)/C(=C/c3ccc4c(c3)OCO4)/SC2=O,C23325376,P34616448
COc1ccc(c(c1)CN2CCN(CC2)C(=O)c3cc4c([nH]c3=O)CCCC4=O)OC,C29984931,P44133118
Cc1cccc(c1C)N\2[C@@H]3CS(=O)(=O)C[C@H]3S/C2=[NH+]\C(=O)COCC(=O)[O-],C32506058,P47890489
Cc1ccc(cc1)NC(=O)Cn2cccc-3c(=O)n(c(=O)nc23)Cc4ccncc4,C32615468,P48311270
CC(=O)N1CCN(CC1)C(=O)[C@H](C2CCCC2)N3CCN(CC3)C(=O)NCC=C,C36310822,P53954073
CCc1nc2c(c(n1)SCC(=O)NC3CCCCC3)c(=O)n(c(=O)n2C)C,C09277772,P54447970
CCC1(C(=O)N(C(=O)N1)CC(=O)N([C@@H]2CCS(=O)(=O)C2)C3CCCC3)CC,C07088480,P57958721
COc1ccc(cc1OC)[C@@H]2[C@@H]3c4cc(c(cc4[C@@H](CN3C(=O)O2)O)OC)OC,C39136234,P59286831
CN1C=C(C2=NC(=O)N(C(=O)[C@H]21)c3ccc(cc3)Cl)C(=O)NCc4ccco4,C39727143,P60237866
CCn1cc(c2c1cccc2)/C(=N/S(=O)(=O)c3c(ccc[nH+]3)C(=O)N(C)C)/[O-],C40145349,P60927904
COc1ccc(cc1)c2c(n(c3ccccc3[n+]2=O)OCc4[nH]c5ccccc5n4)[O-],C20057868,P78585836
[H]/N=C\1/C(=C/c2ccc3c(c2)OCO3)/C(=O)N=C4N1N=C(S4)COc5ccccc5,C03864211,P83572809
COC(=O)COc1ccccc1/C=C/2\C(=O)NC(=O)N(C2=O)c3ccc(cc3)F,C59135659,P89725574
CN1[C@H]([C@@H](CC1=O)C(=O)Nc2nccs2)c3ccc(c(c3OC)OC)OC,C61719594,P94536053
Cc1cc(no1)CN2CCN(CC2)C(=O)C(=O)Nc3ccc(cc3Cl)OC,C62583933,P96009505
c1cc2ncc(c(=O)n2nc1)C(=O)NCc3ccc(cc3)CC(=O)N4CCCCC4,C77905111,P121558980
CCCCN([C@H]1CCS(=O)(=O)C1)C(=O)Cc2c(nc3cc(=O)[nH]n3c2C)C,C78451135,P122387551
C[C@@]1(CCCN(C1)C(=O)Cc2c[nH]c(=O)n(c2=O)C)Cc3ccc4c(c3)OCO4,C91809181,P143738762
CCn1cc(cn1)S(=O)(=O)N[C@H]2CCc3nnc(n3C2)c4ccc(cc4)F,C96002611,P151188612
CC(C)(C)C(=O)N1CCc2c(c(nn2C)C(=O)N3CCC[C@H](C3)C(=O)NC4CC4)C1,C35527151,P151964980
Cc1c(nc2c(n1)cc(cn2)N3CCC[C@H](C3)C(=O)NCCN4CCOCC4)C,C65227222,P152093973
c1ccc2c(c1)CCC[C@H]2NC(=O)C3CCN(CC3)c4cc(ncn4)n5cncn5,C96393925,P152102352
c1cc2c(cc1/C=C/3\C(=O)N(C(=O)S3)CCNC(=O)[C@@H]4CCCO4)OCO2,C57328525,P152674355
Cc1c2c(n(n1)[C@H]3CCS(=O)(=O)C3)N=C(C[C@H]2c4ccc(cc4)C(=O)OC)O,C71283034,P152695524
[H]/N=C\1/C(=C/c2cc(n(c2C)c3ccc(cc3OC)OC)C)/C(=O)N=C4N1N=CS4,C97494970,P154445776
CC\1=NN(C(=O)/C1=C/Nc2cc(c(cc2OC)OC)Cl)[C@H]3CCS(=O)(=O)C3,C13654313,P155754442
Cc1c(ncn(c1=O)CC(=O)NC2CCC(CC2)Oc3ncc(cn3)Cl)C,C98328530,P156394964
c1c(cnc(n1)OC2CCC(CC2)NC(=O)[C@H]3CC(=O)N(C3)C4CCOCC4)Cl,C98328633,P156395365
c1cc(sc1S(=O)(=O)N2CCCN(CC2)S(=O)(=O)c3c[nH]cn3)Cl,C98349951,P156422896
c1cc(ccc1CS(=O)(=O)N2CCCN(CC2)S(=O)(=O)c3c[nH]cn3)Cl,C98349995,P156422940
CCOc1cc(ccc1O)[C@@H]2C(=C(C(=O)N2Cc3ccco3)O)C(=O)c4cc5ccccc5o4,C00702994,P05367528
Cn1c(=O)cc(n(c1=O)C)Oc2ccccc2NCc3cc(c(c(c3)Br)O)OC,C00711984,P06566595
Cc1ccc(cc1)NC(=O)CN2C(=O)/C(=C\c3cc(c(c(c3)Cl)OC(C)C)OC)/NC2=O,C08815745,P13535834
Cc1ccc(c(c1)N2C[C@@H](CC2=O)C(=O)Nc3ccc(cc3)S(=O)(=O)NC(C)(C)C)OC,C09342277,P14313877
C[C@]1(C(=O)N(C(=O)N1)CC(=O)NCCc2ccc(cc2)Cl)c3ccc4c(c3)OCCO4,C09514308,P14579768
c1ccc(cc1)c2ccc(cc2)C(=O)NCC(=O)OCC(=O)N3CC(=O)Nc4c3cccc4,C09585466,P14689194
Cc1c(nn(c(=O)c1C#N)CC(=O)NC[C@@H](c2ccc(cc2)OC)c3c[nH]c4c3cccc4)C,C09638373,P14769263
Cc1ccc(cc1)[C@@H]2C(=C(NC(=O)N2)CS(=O)(=O)c3ccc(c(c3)Cl)OC)C(=O)OC,C10273032,P15617824
Cc1c(c(=O)oc2c1c(cc3c2CCC(O3)(C)C)OC)CC(=O)N(C[C@H](C)O)C[C@H](C)O,C12902220,P18950778
CCOC(=O)N1CCC(CC1)NC(=O)CCN2[C@@H](c3ccccc3C2=O)c4c[nH]c5c4cccc5,C13955634,P21472411
c1ccc(c(c1)C(=O)N2CCCCC2)NC(=S)NC(=O)c3ccc(c(c3)[N+](=O)[O-])Cl,C14001362,P21531788
c1ccc(cc1)[C@H](C(=O)N2CCCCC2)Oc3ccc(cc3C(=O)N)S(=O)(=O)N4CCCC4,C14253442,P21848316
c1cc(ccc1/C=C/C(=O)NC(=S)Nc2ccc(cc2)C(=O)N3CCCCCC3)[N+](=O)[O-],C14836648,P22597195
C[C@@H](C(=O)O[C@@H](C)C(=O)Nc1ccc(cc1Cl)Cl)NC2=NS(=O)(=O)c3c2cccc3,C15752245,P23752977
c1ccc(cc1)c2c(cn(n2)c3ccccc3)CNC(=O)CCn4c(=O)c5ccccc5c(=O)[nH]4,C18110850,P27068384
CC(C)[C@@H](c1ccc2c(c1)OCCO2)NC(=O)CN3C(=O)[C@](NC3=O)(C)c4cc(ccc4F)F,C19354007,P28614282
COc1cc(=O)n2c(c1C(=O)NCc3ccco3)CCN(CC2)Cc4cc5ccccc5[nH]4,C19742638,P29286863
CCOC(=O)c1c2ccc(c(c2sc1NC(=O)C)Cl)/C=N\NC(=O)c3ccncc3,C20168532,P30031057
c1cc(ccc1NC(=O)C[C@H]2C(=O)NCCN2C(=O)CN3CCN(CC3)c4ccc(cc4)F)F,C20676625,P30934002
c1ccc(c(c1)C(=O)NCc2ccco2)NC(=O)C3CCN(CC3)S(=O)(=O)c4cccs4,C24606277,P36449320
C[C@H](C(=O)Nc1ccc(cc1)N2CCCCC2)NC(=O)c3ccc(cc3)S(=O)(=O)N(C)C,C24841280,P36770325
Cc1cc(no1)N2[C@H](C(=C(C2=O)O)C(=O)c3c(c([nH]c3C)C)C)c4ccc(cc4)OCC=C,C25108675,P37139803
CCCCN1C(=O)/C(=C\2/C[C@@H](N(N2)C(=O)CC)c3ccc(cc3)OCC)/C(=O)NC1=S,C26580672,P39225492
CC(=O)N[C@@H]1[C@H]([C@@H]2[C@@H](COC(O2)(C)C)O[C@@H]1Oc3ccccc3C(=O)/C=C/c4ccccc4)O,C35056508,P52036827
c1ccc(cc1)/C=C/C=C\2/C(=O)N(C(=S)S2)CC(=O)Nc3cc(ccc3O)[N+](=O)[O-],C08820359,P52900674
COc1ccc-2c(c1)CCc3c2c(c(s3)NC(=O)[C@@H]4[C@H]5CC[C@@H]([C@@H]4C(=O)O)O5)C(=O)OC,C35897694,P53293212
CC1(CC2=C([C@@H](C(=C(O2)N)C#N)c3ccc(c(c3)OC)OCCN4CCOCC4)C(=O)C1)C,C20459341,P56704115
c1ccc(cc1)CN2CCN(CC2)c3nc(c4cnn(c4n3)c5ccc(cc5)F)NCCO,C36656923,P58232258
C[C@@]12CC[C@@H](C1(C)C)C[C@H]2NC(=O)CN3C(=O)[C@@](NC3=O)(C)c4ccc(c(c4)OC)OC,C36007621,P59785604
COc1ccc2c(c1)c(co2)CC(=O)Nc3ccc(cc3)S(=O)(=O)Nc4nccs4,C39883035,P60510242
c1cc(sc1)CC(=O)Nc2ccc(cc2C(=O)[O-])N3CC[NH+](CC3)CC(=O)N4CCCCC4,C45967756,P69222295
CC(=O)c1ccc(cc1)N2CCN(CC2)CC3=C([C@H](NC(=O)N3)c4ccccc4)C(=O)OC,C57414305,P86215360
COc1ccc(cc1)N2CCN(CC2)CC3=C([C@@H](NC(=O)N3)c4cccs4)C(=O)OC,C57415961,P86217431
c1cc(cc(c1)S(=O)(=O)NCc2ccco2)[N-]S(=O)(=O)c3cccc4c3ccc[nH+]4,C58174951,P87785364
CN1C(=O)[C@@H](N(C1=S)NC(=O)c2ccc(cc2)Cl)CC(=O)Nc3ccc(cc3)OC,C58939714,P89229866
c1ccc(cc1)CN2C(=O)/C(=C\c3cn(c4c3cccc4)CC(=O)NC5CCCC5)/C(=O)NC2=O,C59087170,P89580282
CC(C)(C)OC(=O)NCCNC(=O)[C@@H]1CCCN(C1)C(=O)c2cc3cc(ccc3o2)Cl,C60240960,P91974864
